position,person,personID,start,end
President of Venezuela,Hugo Chávez,Q8440,1999-02-02,2013-03-05
President of Venezuela,Pedro Carmona,Q878705,2002-04-12,2002-04-13
President of Venezuela,Diosdado Cabello,Q1227076,2002-04-13,2002-04-14
President of Venezuela,Nicolás Maduro,Q58132,2013-03-05,
Vice President of Venezuela,Adina Bastidas,Q4682878,2000-12-24,2002-01-13
Vice President of Venezuela,José Vicente Rangel,Q716294,2002,2007
Vice President of Venezuela,Diosdado Cabello,Q1227076,2002-01-13,2002-04-28
Vice President of Venezuela,Elías Jaua,Q1334512,2010-01-27,2012-10-13
Vice President of Venezuela,Nicolás Maduro,Q58132,2012-10-13,2013-03-05
Vice President of Venezuela,Jorge Arreaza,Q6623799,2013-04-19,2016-01-06
Vice President of Venezuela,Delcy Rodríguez,Q15081116,2018-06-14,2020-09-10
Minister of Food,Carlos Leal,Q109017878,2019-04-15,
Minister of Foreign Affairs,Samuel Moncada,Q30505969,2017-06-21,2017-08-02
Minister of Foreign Affairs,Jorge Arreaza,Q6623799,2017-08-02,2021-08-19
Minister of Foreign Affairs,Félix Ramón Plasencia,Q108287837,2021-08-19,2022-05-16
Minister of Foreign Affairs,Carlos Faria,Q113548777,2022-05-17,
President of the National Assembly,Cilia Flores,Q799556,2006-08-15,2011-01-05
President of the National Assembly,Diosdado Cabello,Q1227076,2012-01-05,2016-01-05
President of the National Assembly,Henry Ramos Allup,Q5894576,2016-01-05,2017-01-05
President of the National Assembly,Julio Borges,Q951338,2017-01-05,
President of the National Assembly,Omar Barboza,Q3438429,2018-01-05,2019-01-05
President of the National Assembly,Luis Parra,Q81101807,2020-01-05,2021-01-05
First Lady,Marisabel Rodríguez de Chávez,Q6328534,1999-02-02,2004-08-13
First Lady,Cilia Flores,Q799556,2013-04-19,
First Vice President of the National Assembly,Edgar Zambrano,Q60012352,2019-01-05,2020-01-05
First Vice President of the National Assembly,Juan Pablo Guanipa,Q5951793,2020-01-05,
Governor of Amazonas,Liborio Guarulla,Q3237890,2001-02-11,2017-10-15
ambassador to Colombia,Roy Chaderton,Q7372656,2001,2002
ambassador to Colombia,Félix Ramón Plasencia,Q108287837,2022-08-12,
ambassador to France,Roy Chaderton,Q7372656,2004,2007
ambassador to the United Kingdom,Roy Chaderton,Q7372656,1996,2000
Permanent Representative to the United Nations,Milos Alcalay,Q43287460,2001-05,2004-03
Permanent Representative to the United Nations,Francisco Arias Cárdenas,Q5483151,2006,2008
Permanent Representative to the United Nations,Samuel Moncada,Q30505969,2013-08,2015-01
Permanent Representative to the United Nations,Samuel Moncada,Q30505969,2017-12-05,
